,content
26365,● 想要 換手機 的 原因 想要 6G 的 記憶卡 才能 多用 兩年 想要 更大 的 螢幕 取代 平板 ● 想試 用   ote8   的 功能 雙鏡頭 景深 拍照 全新 S - PEN 手寫 動態 貼 圖
26366,想換 手機 的 原因 沒辦法 跑 我 想 玩 的 遊戲 相機 不夠 好 想 體驗 ote8 的 功能 有著 OIS 等等 的 功能 的 強大 相機 想 體驗 無邊際 螢幕 的 震撼
26367,想要 換手機 的 原因 1   因為 拍照 就是 女生 的 天命 自拍 更是 每天 都 必作 的 事情 想要 拍出 好 照片 囉 ； 2   另外 就是 手機 功能 所帶 來 的 便利性 讓 所有 的 事情 可以 一機 搞定 想試 用   ote8   的 功能 1   大 光圈 很 適合 在 室 內 的 時候 拍照 姊妹 們 的 聚會 除了 聊 八卦 就是 拍照 啦 所以 想要 試試 拍照 功能 2   從來 沒有 使用 過 S - Pe 想 知道 這支 小小的 筆 可以 帶給 生活 大大的 便利 到底 他 的 魔幻 魅力 是 甚麼 如此 吸引 人 呢
26368,● 想要 換手機 的 原因 目前 手機 拍照 對 焦 速度 不夠 快 拍動態 畫面 容易 模糊 舊手 機用 了 兩年 本來 就 該換 了 趁 著 體驗 的 機會 好好 研究 一下 新機 功能 ● 想試 用   ote8   的 功能 雙鏡頭 景深 拍照 全新 S - PEN 手寫 動態 貼 圖 真是 一個 好 點子 與 人 溝通 更加 便利
26369,之前 是 用 NOTE   5   現在 想換 手機   也 算 變心 吧   雙 - 鏡 - 頭   這三個 字 就 很 吸引 人 了   再 搭載 Dual   Pixel 快速 自動 對 焦技術   加上 虹膜 辨識   也 太酷 了 ～   再 加上 S   Pe   神級 進化 功能     真的 很 令人 心動 ～   選 我   選 我   選 我 ～
26370,想要 換手機 的 原因 1 目前 手機 儲存 空間 只有 16GB 對 於 沒裝 記憶卡 的 自己 來 說 空間 嚴重 不夠 常常 要 刪除 清空 間 也 無法裝 更 多 軟體 2 目前 沒 使用 電腦 已 使用 手機 為 主手機 螢幕 希望 能 更 大 3 照相 功能 較 為 普通 陽春想 試用 Note   8 的 功能 1 從 Note   7 開始 被 深深 吸引 的 想 體驗雙 曲面 螢幕 的 魅力 2S   pe 是 我 最 想 使用 及覺 得 Note 系列 特別 的 地方 的 隨手 筆記 很 方便 這次 還能 畫動態 貼 圖 讓 我 很 想 嘗試 3 手機界 的 單眼 OIS 光學防 手震 雙鏡頭 照相 景深 功能 期望 拍照 的 表現 另外 Bixby 的 功能 也 讓 我 非常 好奇
26371,原先 使用 的 手機 是 Samsug   Galaxy   Note5 想換 的 原因 是 1Note5   S   Pe 維持 跟 Note4 一樣 為 2048   階層 的 感壓 而 筆頭 較 圓直徑 較 粗書 寫 起來 較 不 真實 還是 有所 分別 2Note5   相機 並無雙鏡 頭夜 拍 雜訊 還是 較 多 期待 體驗   Note8   的 兩個 功能 1   S   Pe 具備 xa04096   階感壓 設計 筆尖 只有   07mm 還擁 有   IP68   防水 防塵 等級 2 相機     配置 雙鏡頭 、 景深 功能 對 焦 速度 、 夜拍 能力 相對 提升 許多
26372,2 個 想要 換手機 的 原因 拍照 畫質 不好 、 容量 無法 擴充 螢幕 太小 2 個 想 試用   ote8   的 功能 相機 雙鏡頭 、 景深 功能 、 畫質 等等 都 深深 吸引 愛幫 孩子 拍照 的 媽媽觸 控筆 之前 從 未 使用 使用 過觸 控筆 想 體驗觸 控筆 帶來 的 便利性 及 趣味性
26373,● 想要 換手機 的 原因 目前 手機 拍照 沒有 硬體 防手 震 拍照 較 容易 拍 出 模糊 的 照片 ● 想試 用   ote8   的 功能 1 雙鏡頭 景深 拍照 與 畫質 表現 2 全新 SPe 手寫 動態 貼 圖 功能 真 有趣 想 試試 看 製 作 自己 獨一無二 的 動態 貼 圖
26374,http / / wwwepicecomtw / mobile / talk / 4523 / 5039882 / 1 / 花 了 整整 三天 終於寫 完試 用 分享 請 大家 支持
26375,慢動作 錄影 好玩 誒
26376,讓 我 擔心 的 還是 銀幕 問題 … 然後應 該永遠 都 沒雙 喇叭 其餘 都 很 好
26377,寫 的 還不錯 喔 這支 我 一直 覺 的 跟 水果 牌 的 造型 頗 像 的 AMOLED 螢幕 畫質 好 到 沒話 說
26378,口水直流 阿 果然 是 王者 真想親 眼看 看 supe   AMOLED 說實 在 的 I5700 的 相機 設計 可能 還比 較 好
26379,入手 i9000 已經 一個 禮拜 正如 板大所 說 他 是 我 用過 最棒 的 智慧型 觸控 手機 了 兩萬多塊 花 的 真爽 雖然 那 隻 手 機紅遍 半邊 天 但是 價格實 在 讓 人 卻步 評測 更是 令人 掉 淚 ( 收訊 問題 ) i9000 還 真的 是 找 不到 什麼 可以 嫌 的 硬是 要 找 就 相機 畫素 不夠 高檔 但 對 我 來 說 已經 是 極品 了 ^ ^ 拍出 來 的 成 相透過 他 超 屌 的 螢幕 看 起來 爽度 百分百 真心 推薦 給喜歡 高階觸 控手機 的 朋友 們 如果 你們 不是 蘋果 迷 就 快快 加入 i9000 的 行列 吧
26380,目前 使用 過的 手機 就 Samsug   S8500 跟 LG   BL40   巧克力 機 4 代 最 理想
26381,這陣子 用 的 感想 是 真的 很 讚 很 順 很快 但是 wifi 一直 連不上 有人 知道 是 為 什麼 嗎
26382,整個 好 想 買 喔
26383,xa0 好 棒 的 手機 螢幕 很大 看東西 很 方便 但是 會不會 很 耗電 阿 雖然 有 電池 可以 換 XD
26384,耗電 一定 會 的 阿 3G 加上 網加 把玩 版大說 一天 充兩次電 囉 但是 螢幕 大 就 很爽 使用 又 很 順 改天 來 去 台哥 大 把玩 XD
26385,SUPER   AMOLED 說 ▲   很多 人 都 發現 到   i9000   的 xa0Seso   似乎 有點 走位 據 我 不   恕 刪 哈哈   你 說 話 很 幽默 xa0xa0   猜測 就 猜測   錯誤 就 錯誤   正確 就 正確 你 是 怕 像章 魚哥 一樣 太準 被 追 殺 嗎 說 得 這麼 客氣 不 負責任 的 猜測 討論 本來 就是 包含 猜測   -   測試 -   說明 - 失敗 - 再 猜測 - 測試 - 成功 xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0 - 成功 xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0xa0 從 猜測   到   成功   或者 失敗 xa0   都 是 可以 分享 的   討論 才 有趣 也 可以 相互 進步 xa0   你 太 客氣 了
26386,好看
26387,經典
26388,好看 + 1
26389,57 吋   IP68   防水   更棒 了 哦
26390,規格 快 超越 中階 了
26391,推台星 599 手機 又 有 優惠覺 得 這可辦
26392,可以 多 打 幾家問 阿比 較本來 就是 這樣 慢慢 比 的 不是 而 月租 的 部分 現在 比 較 便宜 的 是 台灣 之星 288   自由 配吃 到 飽 不用 花到 上千 的 月租 啦
26393,XD   每次 買 了 新機 的 人 都 會 馬 上後悔 新 的 接著 就 會 宣 佈 推出 ～
26394,老梗 了   哪一年 不是 說 下一代 會 提早 發布 、 但 實際 上 哪一年 不是 比乳摸 預期 的 晚 發表 XD 我 也 可以 預估 NOTE   9 會 提早到 6 月 發表 結果 實際上 還是 8 - 9 月 發表 另外 現在 記憶體 正在 高檔 S9 提升 到 128GB 為 基準 的 話 雖然 立意 是 良好 啦 但是 價格 是 要 跟 NOTE   8 或是 IPHONE   X 拚 嗎 =   =
26395,相信 明年 各大 品牌 手機 都 會 有 無線 充電 功能 就 像 今年 大家 都 是 高 螢幕 比 跟 玻璃 機身 一樣 ‧
26396,加油 w
26397,大膽 先猜 明年 三星 旗艦機 就 會 有 雙鏡頭 了
26398,三星 近期 的 設計 是 真的 很美 啊 期待   Note   8   能 挽回   S8   系列 不符 預期 的 銷售 頹勢 囉 ～
26399,真的 是 比   iPhoe8 好看
26400,很 好 啊 ～ 超越 是 個 好事 有 競爭 才能 造就 好 的 科技 出現 ～ 崩潰 什麼 的 只要 留在 心理 就 好 w
26401,Note 系列 我 也 買過 很多 支剛 好 看到 高雄 附近 通訊行 有 Note8 攜碼 折扣 也 好心 動 阿
26402,跟 電信 商辦 一定 划算 的 阿 跟 名店 比會 再 好 一些 我 在 考慮 三民 高賢 電信 攜碼 月 付 999 購機 才 一萬多 的 方案 覺得 蠻 優惠 的
26403,e 大文 尾巴 開無雙   讚 賞 看 完 文章 的 e 粉 嗎
26404,9 / 30 前 還算 預購 歐 那個 直播 神器 看起 來 真不錯   xa0 有點 心動 https / / wwwfetetet / estoe / mobile / samsug - galaxy - ote - 8
26405,這 粉色 好看
26406,很 美的 粉色 我 老婆 超 想要 我 還在 等 黑色 或 藍色 上市
26407,這時 機點 剛剛 好   塞 在 99 玫瑰花 裡
26408,這 粉色 很 好看 只是 我現 在 更 好奇 的 是     台灣 三星 何時 公布   NOTE7 用戶 買 NOTE8 折購 是 多少
26409,這個 顏色 應該 蠻 多 女孩子 喜歡 的
26410,正反面 顏色 一致 會 比 較 好看
26411,好貴 喔
26412,Note 就是 要 這樣 方方正正 才 好看
26413,期待 跟 XZ   Pemium 螢幕 的 比拼
26414,覺得 亮點 在 發表會 會場 這次 的 投影 方式 算是 近年 效果 最好 的 吧 如果 能 在 現場 看到 一定 很 震撼
26415,好像 只 剩下 相機 功能 值得 期待 不過 S 系列 都 已經 打下 了   Note 系列 只 剩下 筆了 期待 這次 雙鏡 頭表現
26416,不得不 說 真的 不錯 看 螢幕邊 緣 也 比逸萱 秀 或 謠傳 的 i8 那類 美多 了 話 說 這次 N8 鏡頭 有點 當年 N8 的 感覺
26417,我要 藍色 阿是 說 雖然 黑色 金色 算是 百搭 的 基本 款 但 喜歡 藍色 的 消費者 真的 比較 少 嗎 這次 的 藍 超級 漂亮 啊 絕對 不會 是 染料 與 良率 的 問題 啊 TA T台 灣 好久 沒有 推藍色 為 首波 販售 的 選項 了 啦
26418,看來 不錯 ^ ^
26419,真的 好 期待 Soy 趕快 下一代
26420,熬夜 囉
26421,看來 大家 都 很 期待 呢 ^ ^
26422,漂亮 喔
26423,放心 台灣 三星 預購 保證 不會 這麼 好 頂 多給 你 256GB 記憶卡 + 購物金 4000 元   ( S8 那 一套 ) 然 後 NOTE7 的 用戶 我 想 也 是 提早 3 天 拿到 手機 吧 又 或是 不再 補償 因為 S8 那時候 已經 補償 了 ( 雖然 很爛 什麼 5 折卡 我 丟到 抽屜 了 ) 說 真的 台灣 三星 一定 知道 市面上 沒一 隻 能 打 的 手機 （ 屏 佔 比 、 大 螢幕 、 大電量 、 酷炫 外表 、 超強 相機 、 無線 充電 、 防水 能給 的 全都 給了 其他 家 缺東 缺西 ） 才 會 如此 恃 寵而 驕 看看 人家 國外 送 的 多 棒 說 真的 NOTE8 我 期待 更大 螢幕 以 他 的 曲面 無邊際 螢幕 可以 做到 64 ～ 67 吋 手感 還是 維持 OK 剛好 跟 S8 + 拉開 客群 要 大 螢幕 要筆 的 選 NOTE8 要 小 螢幕 好 手感 的 選 S8 要 中 螢幕 的 選 S8 + 大中小 全吃 這樣 才 聰明 我 用 了 快 半年 的 S8 + 覺得 螢幕 可以 再大 以前 我 還買過 Z   ULTRA 咧 那 手感 之 差邊 框 之 粗 我 都 吃 下 來 了 xa0
26424,看來 很 好玩 呢 ^ ^
26425,S   pe   真的 沒話 說 功能 很強
26426,加油 阿   扳回 一城 力作
26427,好 柔和 的 粉 喜歡   每次 都 一直 買 金色 的 因為 等 不 急 XD  
26428,看來 不錯 ^ _ ^
26429,Note   系列 真的 無法 僅用 4G   am 加上 三星 調校 也 會 失常 6G 真的 是 必備
26430,期待
26431,黑色 的 質感 還不錯 看
26432,期待 早鳥禮 可以 送無線 快充 這樣 就 更 完美 了
26433,今年 嗨 雙鏡頭
26434,還不錯 呢 ^ ^
26435,白色   Note8   很漂亮
26436,目前 看到 的 價格 都 會 很 貴 呢
26437,可嘗試   不怕
26438,samsug   coect 是 很 值得 期待 的 東西
26439,希望 是 第一波 期待 期待
26440,好 厲害 新戰術   讓 大家 認為 很 有 地球 愛行 為
26441,新 的 手機 呢 ^ ^
26442,其實 就 看 你 的 需求 吧 如果 常用 的 就 一些 FB     Lie     追劇   拍照 這類 的 這支 效能 還是夠 用 相機 也 是 蠻 有 水準 加上 有觸 控筆 在 操作 上 更加 分以 台哥 大現 在 賣 2490 我 是 覺得 蠻 值得 入手
26443,推 S   pe   用 熟還 可以 當大師 作畫   只是 你 得 花 時間 熟悉 一下 我現 在 都 用 ote5 紀錄   螢幕 簡貼 功能 超好 用   可以 截 局部 現在 更新 後 還有 懸浮 翻譯 功能   隨時 看到 不 懂 的 單字 就 可以 直接 翻譯   超棒
26444,可以 試試   螢幕 大 搭配 觸控 筆剛 剛好   之前 只能 在 ote7 上面 的 觸控 功能   現在 ote5 也 可以 用   台哥 的 專案價 整整 便宜 之前 中華快 1 萬塊   CP 質 超高 de
26445,Note5 還不錯 啊 而且 這次 台哥 大 64G 賣 的 又 便宜   身邊 有 朋友 說 更新 70 後 用 起來 更順   很 推   而且 有 s   pe 在 處理 工作 上 也 方便 很多
26446,依照 慣例 來 說 會 有 兩種 尺寸 說 不定 螢幕 較 大 的 那款 是 平面 ( 良率 考量 )
26447,Fie   i   the   hole
26448,期待 Galaxy   J7   Po   可以 買給 老爸 用
26449,7900   我 好 想 買 阿
26450,可以 調整 的 項目 很多 感覺 好 方便   00
26451,這支 手機 真的 很棒 拍照 效果 沒話 說 不 過長 跟 寬 的 比例 真的 比較 特殊 需要 適應 一下
26452,1859   這 比例 讓 手機 更好 握 可 看到 的 視界 又 更 多 更廣 了 覺得 很 讚 呢
26453,手機界 的 單眼 真的 名符 其 實現 在 又 有 很多 的 購機 優惠 Samsug   pay 配合 的 信用卡 活動 也 不少 現在 買 是 最佳 時機 呀
26454,看起 來 cp 值不錯 不過 一 臺 55 、 57 （ 還有 不同 的 銀幕 ） ； 3RAM 、 4RAM ； 64g 、 32g 還好 有 處 理器 不同 不然 看不太出 哪支 比較 高階 …
26455,並想 實際 體驗 它 的 好手 機界 的 單眼 F17 前後鏡頭 大 光圈 及大 單位 像素 面積 再 加上 影像 疊合 技術 ( Multi   Fame ) 讓 我 能 更 準確 記錄 小孩 的 成長 與 這 世界 的 美景 和 夜景 無邊際 螢幕 全球 第 2 支無邊 框 設計 189 的 螢幕 比例 一手 掌握 身歷 其境 的 大視野 看片 玩遊戲 更 舒服 虹膜 辨識 快速 又 安全 的 生物 辨識 讓 你 不用 動手 就 可以 解鎖 虹膜 解鎖 更 安全 且 便利
26456,我想 試用 S8 、 S8 + 的 原因 是 它 的 相機 功能 非常 強大 比起 去年 技壓 群雄 的 S7 雙機 更 上 一層 樓實 在 讓 人 想 深入 的 體驗 這強 大 的 相機 功能 請務必 讓 小弟 參加 「 第一 梯次 」 的 試 用活 動試 用 期間 剛好 會 到 東部 待 上 數天 想 用 S8 系列 強大 的 相機 把 東部 不論 是 白天 還有 夜晚 的 美 拍 好 拍 滿補 問請 問沒有 玩 IG 可以 用 FB 替代 嗎 xa0
26457,Samsug   xa0 一直 是 我 換機 主要 首選   由 WM 時代 的 i8000   S2   S3   S5   S6E +   到現 在 兩 隻 S7E   原因 為 何手 機界 的 單眼 1 相機 手動 功能 的 極限 跟 品質 一直 是 我 所 考慮 的 主要 首選 2 多人 旅行 時前 鏡頭 的 超廣角 自拍 是 Samsug 威風 的 主要 原因 * S8 前置 鏡頭 的 升級 本次 將以 夜間 攝影 為 主軸   以無限遠   與   超焦 範圍 當作 F17 的 測試 項目 ( 以下 為 S7E   xa037mp   xa0   無環境 光源   手動   xa0   10   xa0ISO   400   xa0   ) xa0   xa0 某次 傍晚   擊快 啟起   令人 驚 豔 的 自動 模式 超淺 景深   ( 原圖 ) 相信 大家   S8 猶豫 關鍵 絕對會 是 無邊際 螢幕 1EDGE   系列 手感   由   6 的 薄型 稜 角   7 的 圓潤   到 8 的 橫向 精簡   * 實用 及 外觀 本質 2 內建 的 輔助 模式   提供 自定義 功能 鍵   上 一頁   /   ba   / 放大 鏡 /   游標   /   鎖定 螢幕   /   堪稱 手機 借內建 最 多功能 的 輔助 按鍵   按 三下 更 可以 自訂 義 功能   ( 像 我 個 人 最 喜歡 螢幕 負片 ) xa03   * S8 的 實體鍵 解放 你 的 生活 模式 ( 遇水則 發   S7EDGE ) xa0
26458,因為   Samsug   Galaxy   Galaxy   S8 │ S8 +   無邊際 銀幕 顛覆 對 智慧型 手機 的 所有 想像 還有 F17 前後鏡頭 大 光圈 及大 單位 像素 面積 讓 畫質 更 清晰 純淨 搭載 Dual   Pixel 快速 自動 對 焦技術 關鍵 時刻 一手 掌握 ； 前鏡頭 自拍 閃光燈 、 美顏 模式 及濾鏡 同時 IP68 最高 規格 防水 防塵 解放 玩樂 自由 ； 虹膜 辨識 可 因應 行動 支付 更 安全 便利 ； 還 支援 熱 插拔 記憶卡 擴充 插槽 或 4G + 3G 雙卡 雙待 以及 Bixby 圖像 辨識 、 翻譯 、 搜尋 輕 鬆 一 拍 立即 辨識 讓 我 對 它 超 期待 我 超想 搶 先親 身體驗
26459,我想 試用 的 原因 我 很 喜歡 拍照 因為 已經 有 S7 且 非常 令人 滿意 我 想 瞭解 S8 棒 在 哪裡
26460,我想 試用 的 原因 想體驗 無邊 框 設計 、 智慧 圖像 搜尋及 虹膜 辨識 系統 的 新 功能 並且 想 瞭解 最新 一版 「 手機界 單眼 」 的 魅力 下面 是 我 用 S7E 手持 拍攝 的 照片 * * * 完全 無修圖 * * * xa0
26461,想試 用 Galaxy   S8 │ S8 +   原因 有 很多 一來 是 我 本身 持有 單眼 但是 單眼 成像 儘 管 厲 害 機 動 性 還 是 比 不 過 隨 身手 機 ； 而 歸納出 以下 三項 重點 我 最想 體驗 S8 的 最新 功能 1 機身 設計 S8 在 硬體 外觀 設計 更加 精湛 歸功 於 螢幕 占 比 的 提升 搭配 招牌 的 曲面 螢幕 整機 更加 精 緻 2 防水 防塵 S8 系列 搭載 IP68 規格 的 防非 防塵 在 下雨 或是 施工 旁 的 情境 想 做 拍 攝 都 能 拍 下 想要 的 瞬間 3 相機 功能 這次 S8 在 相機 的 著墨 如 更 厲害 的 演算法 讓 低 光源 拍攝 更加 提升 還有 像 水中 攝影 拿 著 S8 去 玩水 時 甭 擔心 進水壞 掉 還能 大膽 的 在 水中 拍攝 呢 ～ 曾經 是 個 拿 S7 的 使用者 S7 在 我 日常 使用 非常 稱職 如續航 、 外型 或是 相機 品質 都 非常 滿意 ； 這次 的 S8 希望 能夠 參與 試用 相信 能夠 寫 出 非常 完整 的 心得
26462,想試 用   Samsug   Galaxy   Galaxy   S8 │ S8 +   拍 下 璀璨 美麗 的 城市 夜景
26463,XDDDD 我現 在 才 看到 要 寫 想 試用 原因 XD   希望 還有 機會入 選 第二 梯 阿Q Q 想試 用   Samsug   Galaxy   Galaxy   S8 / S8 +   的 原因 1 三星 在 ANDROID 方面 都 有 不 錯表現   在 使用 IPHONE 前買過 S1 跟 S3   希望 能 感受一下 進步 的 程度 2 我 有 GEAR   S3   想 享受 更 完整 的 功能 3 銀幕 創新 設計 ＆ 高畫質 相機 都 是 我 很 期待 的
26464,Samsug   Galaxy   S8 │ S8 +   手機界 的 單眼 「 解放 你 的 夜 」 試 用活 動夜 太美 盡管 太 危險 也 有 S8 陪 我 熬 著夜 讓 人 使用 的 好 開心 也 寫 得 好 累 啊 太 多功能 跟 想 操作 來 的 使用 都 還有 好 多功能 想 玩 唷 u200b 希望 ePice 小組 可以 看出 我 的 用心 喔 體驗   試用 Samsug   Galaxy   S8   解放 你 的 手機 ． 釋放 極致 夜色 璀璨 呈現 http / / wwwepicecomtw / mobile / talk / 4523 / 5026020 / 1 /
26465,好棒   S8 在 大大的 手上 從 白天 到 夜景 根本 出神入化 了 尤其 帥哥 的 自拍 更是 帥氣 十足 最 後 仙女 棒 在 夜空 裡 101 大樓 襯托下 畫出 的 S8 真閃耀
26466,大大 果然 是 達 人 把 S8 + 拍照 功能 都 發揮 的 淋漓 盡致 S8 + 拍照 的 畫質 真的 是 手 機界 的 單眼
26467,快 充型 手榴彈 實在 係 居家 旅行 、 殺人 滅口 必備 良伴
26468,設計 好看 呀
26469,夜景 拍起 來 也 是 相當 有 水準 的 尤其 拿來 旅行 出國 記錄 也 很 方便
26470,冰湖 藍 好看 耶
26471,還是 最 喜歡 S   View 皮套 這次 沒 了 真的 好 可惜
26472,自己 S7   edge 也 是 藍色 非常 耐看
26473,真心 覺得 U11 的 炫銀藍 好看 多 了 應該 會 入手
26474,最 期待 的 交通 票證 沒有 一起 上線 可惜 希望 屆 時能 支援 悠遊卡 看到 三星 有 和 四大 票證 談 放心 不少
26475,體驗 了 快 一個 月 了 整體 來 說 非常 好用 方便 MST 支援 度 很 高不過 台灣 店家 很多 還不 知道 三星 有 這 功能 所以 常常 被 拒絕 以 為 不能 用 經過 解釋 一翻 才 給刷 還有 多數 店家 的 舊版 POS 機都 放在 櫃 檯 下 所以 解鎖後還 需要 把手 機交給 他們   (
26476,第一次 對 三星 手機 有 這麼 大 的 期待 感 我 好 想要 這 一支
26477,p20 搭配 3300 的 電池 如果 台灣 價格 低 於 一萬 WOW 我 也好 期待 啊
26478,以規格 來 看   這價 錢 CP 值 很 高 呦
26479,ZeFoe   3   ( ZE552KL ) 這支 划算 很多
26480,藍色 很 好看
26481,4G   RAM   真棒
26482,藍色 好看   期待 很久 了
26483,讚 喔
26484,看起 來 是 遠傳 的 贈品 最好 沒錯 話 說 我 S8 + 穩定 使用 中 還不賴
26485,S8 好 厲害
26486,很 專業 的 講解 原來 手機 的 相機 可玩性 那麼 高不過 我 的 小米 拍照 的 功能 就陽春多 了 3
26487,我覺 得 s6e + 確實 不會 搶 到 ote   5 的 銷量 因為 價錢實 在 顯得 ote   5 有夠 超值
26488,PS   v 平台 不同 啊 他 遊戲 比較 高價 而且 手機 可以 看 Youtube
26489,讚 喔
26490,我 第一次 覺得 三星 好看 00
26491,真是 漂亮 啊 感謝 分享 u3000
26492,我 最 喜歡 藍色
26493,比較 喜歡 藍色 灰 紫
26494,藍 、 紫 都 好 想要 哦 + Q +
26495,關於 s8   s8 + 建議 去 看看 01   那邊 舌戰 相當 激烈   比較 值得 參考   這裡 腥粉 的 比例 太高 了
26496,流沙 金 + 1   喜歡
26497,冰湖 藍好 漂亮   快出 吧
26498,喜歡 藍色 的
26499,S8 的 AMOLED 比過 去 耐燒 好多 真是 令人 驚艷
26500,好 方便
26501,期待 adoid   pay   > <     還有 最 重要 的 是 交通卡 啦
26502,Samsug   Pay 可以 感應 磁條 不 只有 NFC 感應 這樣 會 有 非常 多 地方 都 可以 刷卡
26503,看到 這些 情形 果然 很多 人 還是 不怕死 也 繼續 支持 韓國 貨什麼 時候 我們 才 可以 脫離 韓國貨 並且 可以 支持 國貨 或 大陸貨 呢
26504,酷 喔 第一名 的 額外 禮超 划算
26505,不錯 呀
26506,去 展示 店試 玩 一下 很 驚訝   拿 起來 好像 只有 4 吋 多 手機 大小   那感覺 觸感 很 好   相機 對 焦 很快  
26507,我 也 想 去 摸 看看
26508,這個 DeX 好棒 希望 能比 RemixOS 操作 上 更 方便 ^ ^
26509,底座 的 設計   其實 很 不錯
26510,i9000 真懷念 啊 可惜 影片 中 的 是 美版
26511,系統流 暢度 還有 拍照 更 有 巨大 差異
26512,虹膜 解鎖 實用性 不大 啊 眼鏡族 人口 這麼 多 每次 解鎖 都 要 摘 眼鏡 更 不用 說現 在 許多 女生 標準 配備 的 美瞳 真心 不實用 啊
26513,Bixby   也 能夠 幫助 使用者 辨識 葡萄酒 的 資訊 、 景點   --- >   這個 之前   Soy   Xpeia   Z1 相機 就 有 這 功能 了
26514,這 上市 禮感覺 跌 價快   哈哈哈哈
26515,新 gea   360 價格 很 優 啊 果然 是 應該 出個 橘色 款
26516,從介紹 中 看來 其他 安卓機 都 可以 使用 了
26517,生在 英語 國家 真好 每次 都 是 以 他們 為 優先
26518,必斯敗
26519,你 需要 先下載 odi3 來刷機 網址 http / / odi3elo4dcom / dowload / mio - hs1xa0 然後下載 Samsug   USB 驅動 程式 網址 https / / divegooglecom / opeid = 0B1ZuGGbLhx7vME9mcXdRaTRaM1E 在 來 下載 Samsug   ROM 刷 機包 高速 下載 原廠 網址 http / / updatocom / fimwae - achive - select - model 備 註 沒 有 Note2 喔 進去 以上 網址 後 打 上 你 的 手機 品牌 打 完後點 Filte   by   egio 選擇 Taiwa   ( BRI ) 點選 最新版 之後點 選黃 橘色 Dowload ( 下載 速度 可高達 每秒 你 要 的 的 速度 ) ￣ ￣ ￣ ￣ ￣ ￣ ￣ ￣ ￣ ￣ ￣ ￣ ￣ ￣ ￣ ￣ ￣ 建議 ￣ ￣ ￣ ￣ ￣ ￣ ￣ ￣ ￣ ￣ ￣ ￣ ￣ ￣ ￣ ￣ ￣ 電池 電量 最好 有 60% 以上 的 電量 否則 會 造成 斷電 失敗 刷 機前 請 先將 odi3 設定 好 不要 少裝 一個 xa0
26520,http / / wwwyoutubecom / watchv = - ax7Z2lHoqI 自 ４ ０ 秒 起 的 對 折 與 稍 後 出現 的 三折 畫面 與 最新 發表 的 Ｓ ８ ／ Ｓ ８ ＋ 比較 接近 果若 在 今年 推出 即使 採用 高資費 合約 期限 說 不定 會 從 ３ ０ 個 月 直接 跳升 ３ ６ 個 月 小市民 真是 養不起 喔 u3000
26521,概念 機都 好 漂亮
26522,Note7 外型 真的 是 很 優 可惜 了
26523,從 年頭 ㄘ ㄨ ㄚ ˋ 賽 ㄘ ㄨ ㄚ ˋ 到 3 / 29   一天 ㄘ ㄨ ㄚ ˋ 一點 洗腦 洗 得 很 徹底   厲害 厲害    
26524,真的 好 期待 喔
26525,大 螢幕 不再 等 於 大 尺寸 超高 屏 占 比 的 S8 終於到 來 惱人 的 額頭 下巴 終於 消失 S8 這次 在外 觀上 帶來 了 前所未有 的 視覺 衝擊 全球 首款 10m 處 理器 賦予 S8 更強 的 效能 、 更 低 的 功耗 多樣化 的 解鎖 方式 與 安全性 認證 無須 按 下 實體鍵 就 能 解鎖 與 重新 回歸 的 虹膜 辨識 提供 更多 選擇 的 同時 也 給予 了 最高 級 的 安全性 xa0
26526,竟然 沒有 傳說 中 的 雙鏡頭 不得不 說 螢幕屏 占 比 很 高 Bixby 的 功能 很特別 配件 也 很 吸引 人 呀 最後選 我 選 我 xa0
26527,xa0 這次 S8 屏 佔 比 超高 也 擁有 Mobile   HDR   Pemium 認證用 它 來 觀看 影片 肯定 爽爆 也 用 上 了   Iis   虹膜 辨識 面部 識別 相信 體驗 上 也 會 一樣 棒 在 功能 中 最 期待 的 就是 Bixby 了 功能 真的 很 全面
